diagnosis,finding,evoking_strength,frequency
Lack of housing,cough,1,0.14285714285714285
Lack of housing,diarrhea,1,0.14285714285714285
Lack of housing,leg swelling,1,0.14285714285714285
Lack of housing,numbness,1,0.14285714285714285
Lack of housing,joint pain,1,0.14285714285714285
Lack of housing,night sweats,1,0.14285714285714285
Personal history of malignant neoplasm of breast,shortness of breath,1,0.14285714285714285
Personal history of malignant neoplasm of breast,numbness,1,0.14285714285714285
Personal history of malignant neoplasm of breast,cough,1,0.2857142857142857
Personal history of malignant neoplasm of breast,diarrhea,1,0.14285714285714285
Personal history of malignant neoplasm of breast,nasal congestion,1,0.14285714285714285
Personal history of malignant neoplasm of breast,fatigue,1,0.14285714285714285
Diaphragmatic hernia without obstruction or gangrene,numbness,1,0.25
Diaphragmatic hernia without obstruction or gangrene,abdominal pain,1,0.25
Diaphragmatic hernia without obstruction or gangrene,shortness of breath,1,0.25
Diaphragmatic hernia without obstruction or gangrene,wheezing,1,0.25
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",shortness of breath,1,0.1
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",abdominal pain,1,0.2
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",cough,1,0.2
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",diarrhea,1,0.2
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",fatigue,1,0.1
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",wheezing,1,0.1
"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",numbness,1,0.1
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",wheezing,1,0.14285714285714285
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",shortness of breath,1,0.14285714285714285
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",abdominal pain,1,0.14285714285714285
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",diarrhea,1,0.2857142857142857
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",nasal congestion,1,0.14285714285714285
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",cough,1,0.14285714285714285
"Depressive disorder, not elsewhere classified",shortness of breath,1,0.1
"Depressive disorder, not elsewhere classified",dizziness,1,0.1
"Depressive disorder, not elsewhere classified",cough,1,0.175
"Depressive disorder, not elsewhere classified",eye pain,1,0.025
"Depressive disorder, not elsewhere classified",headache,1,0.1
"Depressive disorder, not elsewhere classified",numbness,1,0.075
"Depressive disorder, not elsewhere classified",abdominal pain,1,0.1
"Depressive disorder, not elsewhere classified",night sweats,1,0.05
"Depressive disorder, not elsewhere classified",fatigue,1,0.05
"Depressive disorder, not elsewhere classified",diarrhea,1,0.125
"Depressive disorder, not elsewhere classified",wheezing,1,0.025
"Depressive disorder, not elsewhere classified",muscle pain,1,0.025
"Depressive disorder, not elsewhere classified",shoulder pain,1,0.025
"Depressive disorder, not elsewhere classified",elbow pain,1,0.025
Atrial flutter,headache,1,0.1
Atrial flutter,dizziness,1,0.2
Atrial flutter,fatigue,1,0.2
Atrial flutter,shortness of breath,1,0.1
Atrial flutter,wheezing,1,0.1
Atrial flutter,abdominal pain,1,0.1
Atrial flutter,cough,1,0.1
Atrial flutter,diarrhea,1,0.1
Presence of coronary angioplasty implant and graft,shortness of breath,1,0.125
Presence of coronary angioplasty implant and graft,cough,1,0.125
Presence of coronary angioplasty implant and graft,hip pain,1,0.125
Presence of coronary angioplasty implant and graft,diarrhea,1,0.125
Presence of coronary angioplasty implant and graft,headache,1,0.125
Presence of coronary angioplasty implant and graft,numbness,1,0.125
Presence of coronary angioplasty implant and graft,wheezing,1,0.125
Presence of coronary angioplasty implant and graft,abdominal pain,1,0.125
Long-term (current) use of steroids,foot pain,1,0.16666666666666666
Long-term (current) use of steroids,numbness,1,0.16666666666666666
Long-term (current) use of steroids,leg pain,1,0.16666666666666666
Long-term (current) use of steroids,cough,1,0.16666666666666666
Long-term (current) use of steroids,abdominal pain,1,0.16666666666666666
Long-term (current) use of steroids,diarrhea,1,0.16666666666666666
Polyp of stomach and duodenum,dizziness,1,0.5
Polyp of stomach and duodenum,cough,1,0.5
Tobacco use disorder,petechiae,1,0.25
Tobacco use disorder,headache,1,0.25
Tobacco use disorder,dizziness,1,0.25
Tobacco use disorder,abdominal pain,1,0.25
Other streptococcus as the cause of diseases classified elsewhere,abdominal pain,1,0.25
Other streptococcus as the cause of diseases classified elsewhere,cough,1,0.25
Other streptococcus as the cause of diseases classified elsewhere,diarrhea,1,0.125
Other streptococcus as the cause of diseases classified elsewhere,shoulder pain,1,0.125
Other streptococcus as the cause of diseases classified elsewhere,headache,1,0.125
Other streptococcus as the cause of diseases classified elsewhere,rectal bleeding,1,0.125
End stage renal disease,shortness of breath,1,0.3333333333333333
End stage renal disease,abdominal pain,1,0.3333333333333333
End stage renal disease,fatigue,1,0.3333333333333333
Systemic lupus erythematosus,shortness of breath,1,0.125
Systemic lupus erythematosus,cough,1,0.125
Systemic lupus erythematosus,diarrhea,1,0.125
Systemic lupus erythematosus,headache,1,0.125
Systemic lupus erythematosus,wheezing,1,0.125
Systemic lupus erythematosus,abdominal pain,1,0.125
Systemic lupus erythematosus,joint pain,1,0.125
Systemic lupus erythematosus,night sweats,1,0.125
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,shortness of breath,1,0.3333333333333333
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,dizziness,1,0.3333333333333333
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,cough,1,0.3333333333333333
"Fatty (change of) liver, not elsewhere classified",night sweats,1,0.25
"Fatty (change of) liver, not elsewhere classified",abdominal pain,1,0.25
"Fatty (change of) liver, not elsewhere classified",cough,1,0.25
"Fatty (change of) liver, not elsewhere classified",diarrhea,1,0.25
Complications of transplanted liver,leg swelling,1,0.25
Complications of transplanted liver,abdominal pain,1,0.25
Complications of transplanted liver,diarrhea,1,0.25
Complications of transplanted liver,cough,1,0.25
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",nausea and vomiting,1,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",diarrhea,1,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",blood clots,1,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",vaginal discharge,1,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",vaginal bleeding,1,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",abdominal pain,1,0.16666666666666666
Unspecified glaucoma,arm pain,1,0.16666666666666666
Unspecified glaucoma,shortness of breath,1,0.16666666666666666
Unspecified glaucoma,cough,1,0.16666666666666666
Unspecified glaucoma,diarrhea,1,0.16666666666666666
Unspecified glaucoma,numbness,1,0.16666666666666666
Unspecified glaucoma,abdominal pain,1,0.16666666666666666
Unspecified urinary incontinence,numbness,1,0.25
Unspecified urinary incontinence,nausea and vomiting,1,0.25
Unspecified urinary incontinence,headache,1,0.25
Unspecified urinary incontinence,dizziness,1,0.25
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",numbness,1,0.2222222222222222
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",diarrhea,1,0.2222222222222222
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",shortness of breath,1,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",petechiae,1,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",dizziness,1,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",cough,1,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",abdominal pain,1,0.1111111111111111
Other opiates and related narcotics causing adverse effects in therapeutic use,shortness of breath,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,nausea and vomiting,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,cough,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,eosinophilia,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,diarrhea,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,headache,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,abdominal pain,1,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,night sweats,1,0.125
Encounter for immunization,shortness of breath,1,0.1111111111111111
Encounter for immunization,petechiae,1,0.1111111111111111
Encounter for immunization,cough,1,0.2222222222222222
Encounter for immunization,diarrhea,1,0.2222222222222222
Encounter for immunization,abdominal pain,1,0.1111111111111111
Encounter for immunization,headache,1,0.1111111111111111
Encounter for immunization,fatigue,1,0.1111111111111111
Laparoscopic surgical procedure converted to open procedure,shortness of breath,1,0.2222222222222222
Laparoscopic surgical procedure converted to open procedure,dizziness,1,0.1111111111111111
Laparoscopic surgical procedure converted to open procedure,abdominal pain,1,0.2222222222222222
Laparoscopic surgical procedure converted to open procedure,diarrhea,1,0.2222222222222222
Laparoscopic surgical procedure converted to open procedure,arm pain,1,0.1111111111111111
Laparoscopic surgical procedure converted to open procedure,cough,1,0.1111111111111111
"Volume depletion, unspecified",abdominal pain,1,0.5
"Volume depletion, unspecified",fatigue,1,0.25
"Volume depletion, unspecified",cough,1,0.25
Unspecified sinusitis (chronic),shortness of breath,1,0.125
Unspecified sinusitis (chronic),dizziness,1,0.125
Unspecified sinusitis (chronic),cough,1,0.125
Unspecified sinusitis (chronic),diarrhea,1,0.125
Unspecified sinusitis (chronic),headache,1,0.125
Unspecified sinusitis (chronic),numbness,1,0.125
Unspecified sinusitis (chronic),abdominal pain,1,0.125
Unspecified sinusitis (chronic),night sweats,1,0.125
Home accidents,shortness of breath,1,0.16666666666666666
Home accidents,cough,1,0.16666666666666666
Home accidents,diarrhea,1,0.16666666666666666
Home accidents,headache,1,0.16666666666666666
Home accidents,abdominal pain,1,0.16666666666666666
Home accidents,night sweats,1,0.16666666666666666
Myotonia congenita,shortness of breath,1,0.25
Myotonia congenita,abdominal pain,1,0.25
Myotonia congenita,cough,1,0.25
Myotonia congenita,diarrhea,1,0.25
"Anxiety state, unspecified",headache,1,0.1
"Anxiety state, unspecified",abdominal pain,1,0.23333333333333334
"Anxiety state, unspecified",shoulder pain,1,0.03333333333333333
"Anxiety state, unspecified",leg swelling,1,0.03333333333333333
"Anxiety state, unspecified",leg pain,1,0.03333333333333333
"Anxiety state, unspecified",diarrhea,1,0.13333333333333333
"Anxiety state, unspecified",dizziness,1,0.03333333333333333
"Anxiety state, unspecified",cough,1,0.13333333333333333
"Anxiety state, unspecified",wheezing,1,0.06666666666666667
"Anxiety state, unspecified",night sweats,1,0.1
"Anxiety state, unspecified",fatigue,1,0.03333333333333333
"Anxiety state, unspecified",shortness of breath,1,0.06666666666666667
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,shortness of breath,1,0.25
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,nausea and vomiting,1,0.25
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,abdominal pain,1,0.25
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,diarrhea,1,0.25
Other specified forms of tremor,diarrhea,1,0.5
Other specified forms of tremor,cough,1,0.5
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,shortness of breath,1,0.25
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,wheezing,1,0.25
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,diarrhea,1,0.25
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,cough,1,0.25
"Urinary tract infection, site not specified",shortness of breath,1,0.14814814814814814
"Urinary tract infection, site not specified",nausea and vomiting,1,0.037037037037037035
"Urinary tract infection, site not specified",dizziness,1,0.14814814814814814
"Urinary tract infection, site not specified",diarrhea,1,0.1111111111111111
"Urinary tract infection, site not specified",abdominal pain,1,0.18518518518518517
"Urinary tract infection, site not specified",leg pain,1,0.037037037037037035
"Urinary tract infection, site not specified",cough,1,0.14814814814814814
"Urinary tract infection, site not specified",vaginal bleeding,1,0.037037037037037035
"Urinary tract infection, site not specified",headache,1,0.07407407407407407
"Urinary tract infection, site not specified",numbness,1,0.037037037037037035
"Urinary tract infection, site not specified",wheezing,1,0.037037037037037035
"Major depressive disorder, single episode, unspecified",shortness of breath,1,0.1794871794871795
"Major depressive disorder, single episode, unspecified",fatigue,1,0.05128205128205128
"Major depressive disorder, single episode, unspecified",cough,1,0.1282051282051282
"Major depressive disorder, single episode, unspecified",diarrhea,1,0.1794871794871795
"Major depressive disorder, single episode, unspecified",headache,1,0.07692307692307693
"Major depressive disorder, single episode, unspecified",abdominal pain,1,0.15384615384615385
"Major depressive disorder, single episode, unspecified",wheezing,1,0.02564102564102564
"Major depressive disorder, single episode, unspecified",numbness,1,0.02564102564102564
"Major depressive disorder, single episode, unspecified",night sweats,1,0.02564102564102564
"Major depressive disorder, single episode, unspecified",nausea and vomiting,1,0.05128205128205128
"Major depressive disorder, single episode, unspecified",blood clots,1,0.05128205128205128
"Major depressive disorder, single episode, unspecified",arm pain,1,0.02564102564102564
"Major depressive disorder, single episode, unspecified",leg swelling,1,0.02564102564102564
Unspecified place or not applicable,abdominal pain,1,0.6666666666666666
Unspecified place or not applicable,leg pain,1,0.3333333333333333
Nausea with vomiting,diarrhea,1,0.2
Nausea with vomiting,vaginal discharge,1,0.06666666666666667
Nausea with vomiting,vaginal bleeding,1,0.06666666666666667
Nausea with vomiting,wheezing,1,0.06666666666666667
Nausea with vomiting,abdominal pain,1,0.2
Nausea with vomiting,nausea and vomiting,1,0.13333333333333333
Nausea with vomiting,numbness,1,0.06666666666666667
Nausea with vomiting,shortness of breath,1,0.06666666666666667
Nausea with vomiting,cough,1,0.06666666666666667
Nausea with vomiting,eosinophilia,1,0.06666666666666667
Other mitochondrial metabolism disorders,cough,1,1.0
Personal history of malignant neoplasm of large intestine,runny nose,1,0.5
Personal history of malignant neoplasm of large intestine,cough,1,0.5
Barrett's esophagus,shortness of breath,1,0.5
Barrett's esophagus,cough,1,0.5
"Anemia, unspecified",abdominal pain,1,0.125
"Anemia, unspecified",diarrhea,1,0.09375
"Anemia, unspecified",cough,1,0.1875
"Anemia, unspecified",wheezing,1,0.125
"Anemia, unspecified",dizziness,1,0.03125
"Anemia, unspecified",joint pain,1,0.03125
"Anemia, unspecified",shortness of breath,1,0.09375
"Anemia, unspecified",vaginal discharge,1,0.0625
"Anemia, unspecified",vaginal bleeding,1,0.03125
"Anemia, unspecified",headache,1,0.0625
"Anemia, unspecified",eosinophilia,1,0.03125
"Anemia, unspecified",fatigue,1,0.0625
"Anemia, unspecified",numbness,1,0.03125
"Anemia, unspecified",unexplained weight loss,1,0.03125
Secondary malignant neoplasm of bone and bone marrow,numbness,1,0.3333333333333333
Secondary malignant neoplasm of bone and bone marrow,shortness of breath,1,0.3333333333333333
Secondary malignant neoplasm of bone and bone marrow,hip pain,1,0.3333333333333333
Closed fracture of cuboid,foot pain,1,0.5
Closed fracture of cuboid,shortness of breath,1,0.5
Long term (current) use of antithrombotics/antiplatelets,headache,1,0.2
Long term (current) use of antithrombotics/antiplatelets,numbness,1,0.4
Long term (current) use of antithrombotics/antiplatelets,hip pain,1,0.2
Long term (current) use of antithrombotics/antiplatelets,diarrhea,1,0.2
Other chest pain,shortness of breath,1,0.4
Other chest pain,numbness,1,0.2
Other chest pain,fatigue,1,0.4
Fibromyalgia,arm pain,1,0.16666666666666666
Fibromyalgia,shortness of breath,1,0.16666666666666666
Fibromyalgia,hip pain,1,0.16666666666666666
Fibromyalgia,diarrhea,1,0.16666666666666666
Fibromyalgia,wheezing,1,0.16666666666666666
Fibromyalgia,numbness,1,0.16666666666666666
Examination of participant in clinical trial,shortness of breath,1,0.25
Examination of participant in clinical trial,fatigue,1,0.25
Examination of participant in clinical trial,wheezing,1,0.25
Examination of participant in clinical trial,cough,1,0.25
Alcoholic polyneuropathy,foot pain,1,1.0
Long-term (current) use of anticoagulants,shortness of breath,1,0.10714285714285714
Long-term (current) use of anticoagulants,cough,1,0.17857142857142858
Long-term (current) use of anticoagulants,blood clots,1,0.03571428571428571
Long-term (current) use of anticoagulants,diarrhea,1,0.14285714285714285
Long-term (current) use of anticoagulants,leg pain,1,0.03571428571428571
Long-term (current) use of anticoagulants,arm pain,1,0.07142857142857142
Long-term (current) use of anticoagulants,numbness,1,0.03571428571428571
Long-term (current) use of anticoagulants,headache,1,0.07142857142857142
Long-term (current) use of anticoagulants,night sweats,1,0.07142857142857142
Long-term (current) use of anticoagulants,fatigue,1,0.03571428571428571
Long-term (current) use of anticoagulants,abdominal pain,1,0.07142857142857142
Long-term (current) use of anticoagulants,elbow pain,1,0.03571428571428571
Long-term (current) use of anticoagulants,wheezing,1,0.07142857142857142
Long-term (current) use of anticoagulants,joint pain,1,0.03571428571428571
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",shortness of breath,1,0.3333333333333333
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",numbness,1,0.3333333333333333
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",cough,1,0.3333333333333333
"Alcohol abuse, in remission",shortness of breath,1,0.25
"Alcohol abuse, in remission",abdominal pain,1,0.25
"Alcohol abuse, in remission",cough,1,0.25
"Alcohol abuse, in remission",diarrhea,1,0.25
Mechanical complication due to cardiac pacemaker (electrode),shortness of breath,1,0.3333333333333333
Mechanical complication due to cardiac pacemaker (electrode),numbness,1,0.3333333333333333
Mechanical complication due to cardiac pacemaker (electrode),cough,1,0.3333333333333333
Morbid (severe) obesity with alveolar hypoventilation,wheezing,1,1.0
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",shortness of breath,1,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",cough,1,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",diarrhea,1,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",headache,1,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",abdominal pain,1,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",night sweats,1,0.16666666666666666
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,shortness of breath,1,0.4
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,leg swelling,1,0.2
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,diarrhea,1,0.2
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,cough,1,0.2
"Fall on same level, unspecified, initial encounter",blood clots,1,1.0
Abnormal weight loss,numbness,1,0.25
Abnormal weight loss,headache,1,0.25
Abnormal weight loss,diarrhea,1,0.25
Abnormal weight loss,cough,1,0.25
"Spondylosis of unspecified site, without mention of myelopathy",shortness of breath,1,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",fatigue,1,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",cough,1,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",hip pain,1,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",diarrhea,1,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",headache,1,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",wheezing,1,0.14285714285714285
Other postprocedural status,abdominal pain,1,1.0
"Anxiety disorder, unspecified",vaginal bleeding,1,0.07142857142857142
"Anxiety disorder, unspecified",shortness of breath,1,0.2857142857142857
"Anxiety disorder, unspecified",abdominal pain,1,0.07142857142857142
"Anxiety disorder, unspecified",dizziness,1,0.14285714285714285
"Anxiety disorder, unspecified",cough,1,0.07142857142857142
"Anxiety disorder, unspecified",diarrhea,1,0.07142857142857142
"Anxiety disorder, unspecified",headache,1,0.07142857142857142
"Anxiety disorder, unspecified",wheezing,1,0.07142857142857142
"Anxiety disorder, unspecified",petechiae,1,0.07142857142857142
"Anxiety disorder, unspecified",fatigue,1,0.07142857142857142
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",shortness of breath,1,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",dizziness,1,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",cough,1,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",diarrhea,1,0.08
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",headache,1,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",abdominal pain,1,0.16
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",night sweats,1,0.08
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",wheezing,1,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",shoulder pain,1,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",vaginal bleeding,1,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",nausea and vomiting,1,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",vaginal discharge,1,0.04
Acute appendicitis with generalized peritonitis,abdominal pain,1,0.3333333333333333
Acute appendicitis with generalized peritonitis,cough,1,0.3333333333333333
Acute appendicitis with generalized peritonitis,diarrhea,1,0.3333333333333333
"Alcohol abuse, continuous",dizziness,1,0.2
"Alcohol abuse, continuous",cough,1,0.2
"Alcohol abuse, continuous",diarrhea,1,0.2
"Alcohol abuse, continuous",headache,1,0.2
"Alcohol abuse, continuous",abdominal pain,1,0.2
Calculus of kidney,abdominal pain,1,1.0
"Left bundle-branch block, unspecified",shortness of breath,1,0.5
"Left bundle-branch block, unspecified",dizziness,1,0.5
Unspecified cirrhosis of liver,diarrhea,1,0.2
Unspecified cirrhosis of liver,leg swelling,1,0.2
Unspecified cirrhosis of liver,headache,1,0.2
Unspecified cirrhosis of liver,abdominal pain,1,0.2
Unspecified cirrhosis of liver,night sweats,1,0.2
Long-term (current) use of aspirin,abdominal pain,1,0.3333333333333333
Long-term (current) use of aspirin,cough,1,0.6666666666666666
"Other and unspecified alcohol dependence, continuous",dizziness,1,0.2
"Other and unspecified alcohol dependence, continuous",cough,1,0.2
"Other and unspecified alcohol dependence, continuous",diarrhea,1,0.2
"Other and unspecified alcohol dependence, continuous",headache,1,0.2
"Other and unspecified alcohol dependence, continuous",abdominal pain,1,0.2
Other acquired absence of organ,shortness of breath,1,0.21428571428571427
Other acquired absence of organ,cough,1,0.07142857142857142
Other acquired absence of organ,diarrhea,1,0.21428571428571427
Other acquired absence of organ,headache,1,0.07142857142857142
Other acquired absence of organ,abdominal pain,1,0.21428571428571427
Other acquired absence of organ,wheezing,1,0.07142857142857142
Other acquired absence of organ,night sweats,1,0.07142857142857142
Other acquired absence of organ,fatigue,1,0.07142857142857142
Long term (current) use of aspirin,shortness of breath,1,0.6666666666666666
Long term (current) use of aspirin,cough,1,0.3333333333333333
Personal history of malignant neoplasm of prostate,shortness of breath,1,0.2222222222222222
Personal history of malignant neoplasm of prostate,blood clots,1,0.1111111111111111
Personal history of malignant neoplasm of prostate,dizziness,1,0.1111111111111111
Personal history of malignant neoplasm of prostate,fatigue,1,0.1111111111111111
Personal history of malignant neoplasm of prostate,cough,1,0.1111111111111111
Personal history of malignant neoplasm of prostate,hip pain,1,0.1111111111111111
Personal history of malignant neoplasm of prostate,wheezing,1,0.1111111111111111
Personal history of malignant neoplasm of prostate,abdominal pain,1,0.1111111111111111
"Body mass index [BMI] 30.0-30.9, adult",cough,1,1.0
Alcoholic cirrhosis of liver,wheezing,1,1.0
"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",cough,1,0.5
"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",wheezing,1,0.5
"Hyperlipidemia, unspecified",shortness of breath,1,0.125
"Hyperlipidemia, unspecified",wheezing,1,0.041666666666666664
"Hyperlipidemia, unspecified",arm pain,1,0.041666666666666664
"Hyperlipidemia, unspecified",vaginal bleeding,1,0.041666666666666664
"Hyperlipidemia, unspecified",abdominal pain,1,0.16666666666666666
"Hyperlipidemia, unspecified",diarrhea,1,0.125
"Hyperlipidemia, unspecified",headache,1,0.08333333333333333
"Hyperlipidemia, unspecified",fatigue,1,0.08333333333333333
"Hyperlipidemia, unspecified",dizziness,1,0.08333333333333333
"Hyperlipidemia, unspecified",cough,1,0.125
"Hyperlipidemia, unspecified",leg swelling,1,0.041666666666666664
"Hyperlipidemia, unspecified",night sweats,1,0.041666666666666664
"Unspecified fall, initial encounter",numbness,1,1.0
Adrenal cortical steroids causing adverse effects in therapeutic use,dizziness,1,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,cough,1,0.2222222222222222
Adrenal cortical steroids causing adverse effects in therapeutic use,diarrhea,1,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,abdominal pain,1,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,leg pain,1,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,coughing up blood,1,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,fatigue,1,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,night sweats,1,0.1111111111111111
Dependence on wheelchair,night sweats,1,0.5
Dependence on wheelchair,cough,1,0.5
Family history of diabetes mellitus,shortness of breath,1,0.3333333333333333
Family history of diabetes mellitus,wheezing,1,0.3333333333333333
Family history of diabetes mellitus,diarrhea,1,0.3333333333333333
Other specified disorders of gallbladder,vomiting blood,1,0.5
Other specified disorders of gallbladder,fatigue,1,0.5
Unspecified disease of pericardium,shortness of breath,1,0.3333333333333333
Unspecified disease of pericardium,diarrhea,1,0.3333333333333333
Unspecified disease of pericardium,fatigue,1,0.3333333333333333
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,vaginal bleeding,1,0.25
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,abdominal pain,1,0.25
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,dizziness,1,0.25
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,rectal bleeding,1,0.25
Benign prostatic hyperplasia without lower urinary tract symptoms,abdominal pain,1,1.0
Tubal ligation status,abdominal pain,1,1.0
Other postoperative infection,shortness of breath,1,1.0
"Arthropathy, unspecified, site unspecified",leg swelling,1,0.2
"Arthropathy, unspecified, site unspecified",fatigue,1,0.2
"Arthropathy, unspecified, site unspecified",nasal congestion,1,0.2
"Arthropathy, unspecified, site unspecified",diarrhea,1,0.2
"Arthropathy, unspecified, site unspecified",cough,1,0.2
"Pain in joint, lower leg",cough,1,0.2
"Pain in joint, lower leg",diarrhea,1,0.2
"Pain in joint, lower leg",headache,1,0.2
"Pain in joint, lower leg",numbness,1,0.2
"Pain in joint, lower leg",abdominal pain,1,0.2
Unspecified atrial flutter,abdominal pain,1,0.5
Unspecified atrial flutter,cough,1,0.5
Severe sepsis with septic shock,leg pain,1,0.2
Severe sepsis with septic shock,abdominal pain,1,0.2
Severe sepsis with septic shock,cough,1,0.2
Severe sepsis with septic shock,diarrhea,1,0.2
Severe sepsis with septic shock,petechiae,1,0.2
Personal history of malignant melanoma of skin,leg swelling,1,0.25
Personal history of malignant melanoma of skin,leg pain,1,0.25
Personal history of malignant melanoma of skin,cough,1,0.25
Personal history of malignant melanoma of skin,shortness of breath,1,0.25
Chronic pancreatitis,shortness of breath,1,0.2
Chronic pancreatitis,cough,1,0.2
Chronic pancreatitis,numbness,1,0.2
