diagnosis,symptom,frequency
Disorders of thyroid gland,vaginal discharge,0.0025009378516943855
Disorders of thyroid gland,vaginal bleeding,0.004376641240465174
Disorders of thyroid gland,leg swelling,0.011129173440040016
Disorders of thyroid gland,leg pain,0.007877954232837313
Disorders of thyroid gland,rectal bleeding,0.0030011254220332624
Disorders of thyroid gland,night sweats,0.019382268350631487
Disorders of thyroid gland,blood clots,0.011504314117794174
Disorders of thyroid gland,frequent bowel movements,0.0003751406777541578
Disorders of thyroid gland,memory loss,0.0028760785294485434
Disorders of thyroid gland,neck pain,0.007627860447667875
Disorders of thyroid gland,shoulder pain,0.005502063273727648
Disorders of thyroid gland,throat pain,0.0016256096036013504
Disorders of thyroid gland,eye pain,0.0012504689258471928
Disorders of thyroid gland,vaginal dryness,0.0005001875703388771
Disorders of thyroid gland,runny nose,0.0012504689258471928
Disorders of thyroid gland,foot pain,0.001375515818431912
Disorders of thyroid gland,hip pain,0.007627860447667875
Disorders of thyroid gland,nasal congestion,0.0038764536701262975
Disorders of thyroid gland,green stool,0.00012504689258471927
Disorders of thyroid gland,muscle pain,0.0010003751406777541
Disorders of thyroid gland,arm pain,0.0030011254220332624
Disorders of thyroid gland,joint pain,0.001375515818431912
Disorders of thyroid gland,ankle pain,0.0021257971739402277
Disorders of thyroid gland,unexplained weight loss,0.0007502813555083156
Disorders of thyroid gland,breast rash,0.00025009378516943853
Disorders of thyroid gland,pelvic pain,0.0010003751406777541
Disorders of thyroid gland,groin pain,0.0006252344629235964
Disorders of thyroid gland,frequent urination,0.00025009378516943853
Disorders of thyroid gland,burning feet,0.00012504689258471927
Disorders of thyroid gland,elbow pain,0.00025009378516943853
Disorders of thyroid gland,nosebleeds,0.0005001875703388771
Disorders of thyroid gland,kidney pain,0.00012504689258471927
Disorders of thyroid gland,leg cramps,0.0003751406777541578
Disorders of thyroid gland,vaginal odor,0.00012504689258471927
Disorders of thyroid gland,heel pain,0.00012504689258471927
Disorders of thyroid gland,dark circles under eyes,0.00012504689258471927
"Disorders of gallbladder, biliary tract and pancreas",chills,0.08699519658423768
"Disorders of gallbladder, biliary tract and pancreas",nausea,0.12471090553282334
"Disorders of gallbladder, biliary tract and pancreas",diarrhea,0.09606831524639743
"Disorders of gallbladder, biliary tract and pancreas",vomiting,0.10745418964597046
"Disorders of gallbladder, biliary tract and pancreas",shortness of breath,0.05942003202277175
"Disorders of gallbladder, biliary tract and pancreas",abdominal pain,0.14605942003202277
"Disorders of gallbladder, biliary tract and pancreas",insomnia,0.028642590286425903
"Disorders of gallbladder, biliary tract and pancreas",cough,0.07507560932218467
"Disorders of gallbladder, biliary tract and pancreas",fever,0.10585305105853052
"Disorders of gallbladder, biliary tract and pancreas",headache,0.028642590286425903
"Disorders of gallbladder, biliary tract and pancreas",night sweats,0.01654509873687956
"Disorders of gallbladder, biliary tract and pancreas",wheezing,0.0224159402241594
"Disorders of gallbladder, biliary tract and pancreas",dizziness,0.015655577299412915
"Disorders of gallbladder, biliary tract and pancreas",fatigue,0.01921366304927949
"Disorders of gallbladder, biliary tract and pancreas",neck pain,0.002134851449919943
"Disorders of gallbladder, biliary tract and pancreas",vaginal discharge,0.0014232342999466287
"Disorders of gallbladder, biliary tract and pancreas",back pain,0.02775306884895926
"Disorders of gallbladder, biliary tract and pancreas",nasal congestion,0.000889521437466643
"Disorders of gallbladder, biliary tract and pancreas",leg pain,0.0023127557374132716
"Disorders of gallbladder, biliary tract and pancreas",leg cramps,0.0003558085749866572
"Disorders of gallbladder, biliary tract and pancreas",joint pain,0.0019569471624266144
"Disorders of gallbladder, biliary tract and pancreas",foot pain,0.0016011385874399574
"Disorders of gallbladder, biliary tract and pancreas",groin pain,0.000889521437466643
"Disorders of gallbladder, biliary tract and pancreas",leg swelling,0.0049813200498132005
"Disorders of gallbladder, biliary tract and pancreas",numbness,0.007649884362213129
"Disorders of gallbladder, biliary tract and pancreas",blood clots,0.003558085749866572
"Disorders of gallbladder, biliary tract and pancreas",arm pain,0.0012453300124533001
"Disorders of gallbladder, biliary tract and pancreas",shoulder pain,0.0019569471624266144
"Disorders of gallbladder, biliary tract and pancreas",hip pain,0.000889521437466643
"Disorders of gallbladder, biliary tract and pancreas",vaginal bleeding,0.0003558085749866572
"Disorders of gallbladder, biliary tract and pancreas",coughing up blood,0.0005337128624799857
"Disorders of gallbladder, biliary tract and pancreas",muscle pain,0.0012453300124533001
"Disorders of gallbladder, biliary tract and pancreas",rectal bleeding,0.000889521437466643
"Disorders of gallbladder, biliary tract and pancreas",pelvic pain,0.0003558085749866572
"Disorders of gallbladder, biliary tract and pancreas",runny nose,0.000889521437466643
"Disorders of gallbladder, biliary tract and pancreas",eye pain,0.0007116171499733144
"Disorders of gallbladder, biliary tract and pancreas",frequent urination,0.0001779042874933286
"Disorders of gallbladder, biliary tract and pancreas",unexplained weight loss,0.0005337128624799857
"Disorders of gallbladder, biliary tract and pancreas",memory loss,0.0007116171499733144
"Disorders of gallbladder, biliary tract and pancreas",frequent bowel movements,0.0003558085749866572
"Disorders of gallbladder, biliary tract and pancreas",peeling skin,0.0001779042874933286
"Disorders of gallbladder, biliary tract and pancreas",vaginal dryness,0.0003558085749866572
"Disorders of gallbladder, biliary tract and pancreas",anal pain,0.0001779042874933286
"Disorders of gallbladder, biliary tract and pancreas",throat pain,0.0001779042874933286
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",fever,0.07706766917293233
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",insomnia,0.05254206945936269
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",diarrhea,0.07456140350877193
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",nausea,0.09863945578231292
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",abdominal pain,0.08745076978159685
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",neck pain,0.007429287504475474
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",nasal congestion,0.0033118510562119585
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",vomiting,0.08020050125313283
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",wheezing,0.03141783029001074
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",cough,0.07482993197278912
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",headache,0.046992481203007516
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",shortness of breath,0.07867883995703545
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",chills,0.07975295381310418
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",back pain,0.03643036161833154
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",dizziness,0.028105979233798782
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",leg swelling,0.008234872896527032
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",fatigue,0.02631578947368421
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",hip pain,0.00510204081632653
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",shoulder pain,0.0043859649122807015
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",night sweats,0.017006802721088437
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",numbness,0.02577873254564984
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",vaginal bleeding,0.00581811672037236
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",ankle pain,0.002058718224131758
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",vaginal discharge,0.0026852846401718583
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",memory loss,0.002237737200143215
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",blood clots,0.010383100608664519
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",runny nose,0.0015216612960973863
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",pelvic pain,0.0017901897601145722
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",frequent bowel movements,0.00017901897601145723
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",elbow pain,0.00035803795202291446
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",joint pain,0.003490870032223416
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",muscle pain,0.0028643036161833156
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",rectal bleeding,0.002237737200143215
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",leg pain,0.007160759040458289
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",eye pain,0.001611170784103115
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",foot pain,0.002506265664160401
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",anal pain,0.0002685284640171858
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",arm pain,0.003132832080200501
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",groin pain,0.00044754744002864304
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",watery eyes,8.950948800572861e-05
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",leg cramps,0.0002685284640171858
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",green stool,8.950948800572861e-05
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",throat pain,0.0018796992481203006
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",coughing up blood,0.0009846043680630148
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",vaginal dryness,0.00017901897601145723
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",nipple discharge,0.00017901897601145723
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",frequent urination,0.00017901897601145723
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",heel pain,0.0002685284640171858
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",nosebleeds,0.0002685284640171858
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",unexplained weight loss,0.0002685284640171858
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",kidney pain,8.950948800572861e-05
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",breast rash,8.950948800572861e-05
"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders",peeling skin,0.00017901897601145723
Diseases of male genital organs,insomnia,0.03389830508474576
Diseases of male genital organs,back pain,0.033116036505867016
Diseases of male genital organs,dizziness,0.03259452411994785
Diseases of male genital organs,leg swelling,0.013820078226857888
Diseases of male genital organs,fatigue,0.03285528031290743
Diseases of male genital organs,shoulder pain,0.007822685788787484
Diseases of male genital organs,wheezing,0.03285528031290743
Diseases of male genital organs,cough,0.08839634941329856
Diseases of male genital organs,fever,0.08109517601043024
Diseases of male genital organs,leg pain,0.008344198174706649
Diseases of male genital organs,hip pain,0.005736636245110821
Diseases of male genital organs,shortness of breath,0.09569752281616688
Diseases of male genital organs,diarrhea,0.08109517601043024
Diseases of male genital organs,neck pain,0.007301173402868318
Diseases of male genital organs,memory loss,0.0007822685788787483
Diseases of male genital organs,chills,0.08865710560625815
Diseases of male genital organs,blood clots,0.01225554106910039
Diseases of male genital organs,vomiting,0.07614080834419817
Diseases of male genital organs,nausea,0.08344198174706649
Diseases of male genital organs,abdominal pain,0.08005215123859191
Diseases of male genital organs,headache,0.03415906127770534
Diseases of male genital organs,night sweats,0.01877444589308996
Diseases of male genital organs,numbness,0.02242503259452412
Diseases of male genital organs,heel pain,0.0002607561929595828
Diseases of male genital organs,painful urination,0.0010430247718383311
Diseases of male genital organs,rectal bleeding,0.0018252933507170795
Diseases of male genital organs,joint pain,0.00469361147327249
Diseases of male genital organs,muscle pain,0.0010430247718383311
Diseases of male genital organs,nasal congestion,0.002346805736636245
Diseases of male genital organs,elbow pain,0.0010430247718383311
Diseases of male genital organs,throat pain,0.0005215123859191656
Diseases of male genital organs,foot pain,0.003650586701434159
Diseases of male genital organs,arm pain,0.0020860495436766623
Diseases of male genital organs,pelvic pain,0.0005215123859191656
Diseases of male genital organs,unexplained weight loss,0.0007822685788787483
Diseases of male genital organs,nosebleeds,0.0005215123859191656
Diseases of male genital organs,ankle pain,0.0015645371577574967
Diseases of male genital organs,runny nose,0.0020860495436766623
Diseases of male genital organs,coughing up blood,0.0010430247718383311
Diseases of male genital organs,groin pain,0.0015645371577574967
Diseases of male genital organs,eye pain,0.0010430247718383311
Diseases of male genital organs,intestinal gas,0.0002607561929595828
Diseases of male genital organs,anal pain,0.0002607561929595828
Diseases of male genital organs,frequent urination,0.0005215123859191656
Glomerular diseases,fever,0.09881422924901186
Glomerular diseases,chills,0.09486166007905138
Glomerular diseases,back pain,0.019762845849802372
Glomerular diseases,abdominal pain,0.09486166007905138
Glomerular diseases,fatigue,0.03162055335968379
Glomerular diseases,cough,0.07905138339920949
Glomerular diseases,nausea,0.08695652173913043
Glomerular diseases,diarrhea,0.10276679841897234
Glomerular diseases,night sweats,0.02766798418972332
Glomerular diseases,numbness,0.023715415019762844
Glomerular diseases,shortness of breath,0.07509881422924901
Glomerular diseases,vomiting,0.07509881422924901
Glomerular diseases,headache,0.03162055335968379
Glomerular diseases,leg swelling,0.015810276679841896
Glomerular diseases,wheezing,0.019762845849802372
Glomerular diseases,insomnia,0.019762845849802372
Glomerular diseases,memory loss,0.003952569169960474
Glomerular diseases,joint pain,0.007905138339920948
Glomerular diseases,dizziness,0.03557312252964427
Glomerular diseases,elbow pain,0.007905138339920948
Glomerular diseases,throat pain,0.003952569169960474
Glomerular diseases,shoulder pain,0.003952569169960474
Glomerular diseases,nasal congestion,0.007905138339920948
Glomerular diseases,vaginal bleeding,0.003952569169960474
Glomerular diseases,runny nose,0.003952569169960474
Glomerular diseases,leg pain,0.011857707509881422
Glomerular diseases,neck pain,0.007905138339920948
Glomerular diseases,hip pain,0.003952569169960474
Dermatitis and eczema,diarrhea,0.07928802588996764
Dermatitis and eczema,back pain,0.03398058252427184
Dermatitis and eczema,neck pain,0.0048543689320388345
Dermatitis and eczema,fatigue,0.03155339805825243
Dermatitis and eczema,wheezing,0.02750809061488673
Dermatitis and eczema,cough,0.08737864077669903
Dermatitis and eczema,chills,0.08090614886731391
Dermatitis and eczema,insomnia,0.03559870550161812
Dermatitis and eczema,nausea,0.09385113268608414
Dermatitis and eczema,abdominal pain,0.09061488673139159
Dermatitis and eczema,vomiting,0.07524271844660194
Dermatitis and eczema,fever,0.0970873786407767
Dermatitis and eczema,headache,0.04692556634304207
Dermatitis and eczema,night sweats,0.025889967637540454
Dermatitis and eczema,shortness of breath,0.08090614886731391
Dermatitis and eczema,unexplained weight loss,0.0016181229773462784
Dermatitis and eczema,dizziness,0.022653721682847898
Dermatitis and eczema,numbness,0.01699029126213592
Dermatitis and eczema,leg swelling,0.009708737864077669
Dermatitis and eczema,hip pain,0.0048543689320388345
Dermatitis and eczema,shoulder pain,0.007281553398058253
Dermatitis and eczema,vaginal bleeding,0.0048543689320388345
Dermatitis and eczema,throat pain,0.0016181229773462784
Dermatitis and eczema,peeling skin,0.0016181229773462784
Dermatitis and eczema,rectal bleeding,0.0008090614886731392
Dermatitis and eczema,nasal congestion,0.0024271844660194173
Dermatitis and eczema,leg pain,0.008090614886731391
Dermatitis and eczema,blood clots,0.008090614886731391
Dermatitis and eczema,foot pain,0.0048543689320388345
Dermatitis and eczema,ankle pain,0.0016181229773462784
Dermatitis and eczema,joint pain,0.0024271844660194173
Dermatitis and eczema,memory loss,0.0016181229773462784
Dermatitis and eczema,breast lumps,0.0024271844660194173
Dermatitis and eczema,green stool,0.0008090614886731392
Dermatitis and eczema,painful urination,0.0008090614886731392
Dermatitis and eczema,breast rash,0.0008090614886731392
Dermatitis and eczema,vaginal discharge,0.0008090614886731392
Dermatitis and eczema,eye pain,0.0008090614886731392
Dermatitis and eczema,groin pain,0.0008090614886731392
Other diseases of intestines,abdominal pain,0.11473880597014925
Other diseases of intestines,cough,0.07182835820895522
Other diseases of intestines,fever,0.08426616915422885
Other diseases of intestines,chills,0.08157131011608623
Other diseases of intestines,insomnia,0.03347844112769486
Other diseases of intestines,nausea,0.10851990049751244
Other diseases of intestines,diarrhea,0.08385157545605307
Other diseases of intestines,blood clots,0.008810116086235489
Other diseases of intestines,vomiting,0.09317993366500829
Other diseases of intestines,headache,0.032234660033167495
Other diseases of intestines,shortness of breath,0.07504145936981758
Other diseases of intestines,hip pain,0.004975124378109453
Other diseases of intestines,dizziness,0.031612769485903816
Other diseases of intestines,numbness,0.014407131011608624
Other diseases of intestines,rectal bleeding,0.007048092868988391
Other diseases of intestines,night sweats,0.01658374792703151
Other diseases of intestines,fatigue,0.024150082918739636
Other diseases of intestines,wheezing,0.026844941956882255
Other diseases of intestines,leg swelling,0.008913764510779435
Other diseases of intestines,memory loss,0.001554726368159204
Other diseases of intestines,vaginal bleeding,0.005286069651741294
Other diseases of intestines,joint pain,0.001451077943615257
Other diseases of intestines,leg pain,0.006944444444444444
Other diseases of intestines,back pain,0.03347844112769486
Other diseases of intestines,nasal congestion,0.0030058043117744612
Other diseases of intestines,nosebleeds,0.0003109452736318408
Other diseases of intestines,unexplained weight loss,0.0005182421227197347
Other diseases of intestines,leg cramps,0.0003109452736318408
Other diseases of intestines,coughing up blood,0.0006218905472636816
Other diseases of intestines,foot pain,0.0011401326699834163
Other diseases of intestines,throat pain,0.001554726368159204
Other diseases of intestines,neck pain,0.0050787728026534
Other diseases of intestines,vaginal discharge,0.002591210613598673
Other diseases of intestines,shoulder pain,0.005182421227197346
Other diseases of intestines,arm pain,0.0021766169154228856
Other diseases of intestines,anal pain,0.0005182421227197347
Other diseases of intestines,pelvic pain,0.001658374792703151
Other diseases of intestines,groin pain,0.0009328358208955224
Other diseases of intestines,eye twitching,0.00010364842454394693
Other diseases of intestines,runny nose,0.0005182421227197347
Other diseases of intestines,green stool,0.00020729684908789387
Other diseases of intestines,ankle pain,0.0003109452736318408
Other diseases of intestines,heel pain,0.0003109452736318408
Other diseases of intestines,frequent urination,0.00010364842454394693
Other diseases of intestines,muscle pain,0.0007255389718076285
Other diseases of intestines,frequent bowel movements,0.0005182421227197347
Other diseases of intestines,breast rash,0.00010364842454394693
Other diseases of intestines,eye pain,0.0003109452736318408
Other diseases of intestines,elbow pain,0.00020729684908789387
Other diseases of intestines,excessive sweating,0.00010364842454394693
Other diseases of intestines,vaginal dryness,0.00010364842454394693
Spondylopathies,numbness,0.05953200275292498
Spondylopathies,fever,0.08224363386097729
Spondylopathies,cough,0.06469373709566414
Spondylopathies,vomiting,0.062284927735719205
Spondylopathies,chills,0.06675843083275981
Spondylopathies,nausea,0.07983482450103235
Spondylopathies,leg pain,0.027873365450791467
Spondylopathies,back pain,0.10529938059187888
Spondylopathies,insomnia,0.030282174810736407
Spondylopathies,shortness of breath,0.06779077770130763
Spondylopathies,abdominal pain,0.07019958706125258
Spondylopathies,dizziness,0.024088093599449415
Spondylopathies,shoulder pain,0.00653819683413627
Spondylopathies,ankle pain,0.0017205781142463868
Spondylopathies,wheezing,0.02856159669649002
Spondylopathies,headache,0.04783207157604955
Spondylopathies,blood clots,0.012732278045423262
Spondylopathies,leg swelling,0.007914659325533379
Spondylopathies,frequent urination,0.00034411562284927734
Spondylopathies,diarrhea,0.05953200275292498
Spondylopathies,hip pain,0.009635237439779766
Spondylopathies,neck pain,0.017549896765313145
Spondylopathies,memory loss,0.0041293874741913286
Spondylopathies,foot pain,0.0024088093599449415
Spondylopathies,night sweats,0.019270474879559532
Spondylopathies,frequent bowel movements,0.0006882312456985547
Spondylopathies,fatigue,0.018926359256710254
Spondylopathies,groin pain,0.0006882312456985547
Spondylopathies,eye pain,0.0013764624913971094
Spondylopathies,muscle pain,0.0010323468685478321
Spondylopathies,nasal congestion,0.0030970406056434964
Spondylopathies,arm pain,0.004817618719889883
Spondylopathies,pelvic pain,0.0010323468685478321
Spondylopathies,runny nose,0.0017205781142463868
Spondylopathies,vaginal discharge,0.0006882312456985547
Spondylopathies,throat pain,0.0006882312456985547
Spondylopathies,joint pain,0.0027529249827942187
Spondylopathies,rectal bleeding,0.0017205781142463868
Spondylopathies,nipple discharge,0.00034411562284927734
Spondylopathies,vaginal bleeding,0.0006882312456985547
Spondylopathies,elbow pain,0.00034411562284927734
Spondylopathies,eye twitching,0.00034411562284927734
Pulmonary heart disease and diseases of pulmonary circulation,fever,0.06334310850439882
Pulmonary heart disease and diseases of pulmonary circulation,chills,0.0844574780058651
Pulmonary heart disease and diseases of pulmonary circulation,insomnia,0.029618768328445746
Pulmonary heart disease and diseases of pulmonary circulation,vomiting,0.06598240469208211
Pulmonary heart disease and diseases of pulmonary circulation,nipple discharge,0.0002932551319648094
Pulmonary heart disease and diseases of pulmonary circulation,wheezing,0.0436950146627566
Pulmonary heart disease and diseases of pulmonary circulation,shortness of breath,0.11642228739002933
Pulmonary heart disease and diseases of pulmonary circulation,fatigue,0.031378299120234605
Pulmonary heart disease and diseases of pulmonary circulation,cough,0.0935483870967742
Pulmonary heart disease and diseases of pulmonary circulation,abdominal pain,0.07917888563049853
Pulmonary heart disease and diseases of pulmonary circulation,diarrhea,0.06480938416422287
Pulmonary heart disease and diseases of pulmonary circulation,leg swelling,0.020821114369501466
Pulmonary heart disease and diseases of pulmonary circulation,leg pain,0.012903225806451613
Pulmonary heart disease and diseases of pulmonary circulation,dizziness,0.035483870967741936
Pulmonary heart disease and diseases of pulmonary circulation,numbness,0.01964809384164223
Pulmonary heart disease and diseases of pulmonary circulation,memory loss,0.0017595307917888563
Pulmonary heart disease and diseases of pulmonary circulation,headache,0.032551319648093845
Pulmonary heart disease and diseases of pulmonary circulation,nausea,0.08152492668621701
Pulmonary heart disease and diseases of pulmonary circulation,back pain,0.03167155425219941
Pulmonary heart disease and diseases of pulmonary circulation,blood clots,0.025219941348973606
Pulmonary heart disease and diseases of pulmonary circulation,leg cramps,0.0011730205278592375
Pulmonary heart disease and diseases of pulmonary circulation,nasal congestion,0.005571847507331379
Pulmonary heart disease and diseases of pulmonary circulation,joint pain,0.0020527859237536657
Pulmonary heart disease and diseases of pulmonary circulation,night sweats,0.020821114369501466
Pulmonary heart disease and diseases of pulmonary circulation,ankle pain,0.0011730205278592375
Pulmonary heart disease and diseases of pulmonary circulation,foot pain,0.0020527859237536657
Pulmonary heart disease and diseases of pulmonary circulation,frequent urination,0.0011730205278592375
Pulmonary heart disease and diseases of pulmonary circulation,neck pain,0.005278592375366569
Pulmonary heart disease and diseases of pulmonary circulation,coughing up blood,0.0026392961876832845
Pulmonary heart disease and diseases of pulmonary circulation,arm pain,0.002932551319648094
Pulmonary heart disease and diseases of pulmonary circulation,shoulder pain,0.004398826979472141
Pulmonary heart disease and diseases of pulmonary circulation,elbow pain,0.001466275659824047
Pulmonary heart disease and diseases of pulmonary circulation,nosebleeds,0.0008797653958944282
Pulmonary heart disease and diseases of pulmonary circulation,unexplained weight loss,0.0005865102639296188
Pulmonary heart disease and diseases of pulmonary circulation,vaginal bleeding,0.0017595307917888563
Pulmonary heart disease and diseases of pulmonary circulation,hip pain,0.00498533724340176
Pulmonary heart disease and diseases of pulmonary circulation,muscle pain,0.0005865102639296188
Pulmonary heart disease and diseases of pulmonary circulation,rectal bleeding,0.001466275659824047
Pulmonary heart disease and diseases of pulmonary circulation,pelvic pain,0.0002932551319648094
Pulmonary heart disease and diseases of pulmonary circulation,kidney pain,0.0002932551319648094
Pulmonary heart disease and diseases of pulmonary circulation,vaginal discharge,0.0008797653958944282
Pulmonary heart disease and diseases of pulmonary circulation,groin pain,0.0008797653958944282
Pulmonary heart disease and diseases of pulmonary circulation,white tongue,0.0002932551319648094
Pulmonary heart disease and diseases of pulmonary circulation,eye pain,0.0005865102639296188
Pulmonary heart disease and diseases of pulmonary circulation,runny nose,0.0011730205278592375
Pulmonary heart disease and diseases of pulmonary circulation,throat pain,0.0002932551319648094
Diseases of peritoneum and retroperitoneum,headache,0.027895181741335588
Diseases of peritoneum and retroperitoneum,nausea,0.10566356720202874
Diseases of peritoneum and retroperitoneum,diarrhea,0.08875739644970414
Diseases of peritoneum and retroperitoneum,abdominal pain,0.13778529163144548
Diseases of peritoneum and retroperitoneum,dizziness,0.03550295857988166
Diseases of peritoneum and retroperitoneum,fatigue,0.018596787827557058
Diseases of peritoneum and retroperitoneum,vomiting,0.09721048182586645
Diseases of peritoneum and retroperitoneum,fever,0.1132713440405748
Diseases of peritoneum and retroperitoneum,chills,0.08284023668639054
Diseases of peritoneum and retroperitoneum,insomnia,0.030431107354184278
Diseases of peritoneum and retroperitoneum,numbness,0.01098901098901099
Diseases of peritoneum and retroperitoneum,shortness of breath,0.06677937447168217
Diseases of peritoneum and retroperitoneum,wheezing,0.021132713440405747
Diseases of peritoneum and retroperitoneum,cough,0.06846999154691462
Diseases of peritoneum and retroperitoneum,hip pain,0.00422654268808115
Diseases of peritoneum and retroperitoneum,rectal bleeding,0.0016906170752324597
Diseases of peritoneum and retroperitoneum,back pain,0.0253592561284869
Diseases of peritoneum and retroperitoneum,blood clots,0.0076077768385460695
Diseases of peritoneum and retroperitoneum,leg pain,0.00253592561284869
Diseases of peritoneum and retroperitoneum,neck pain,0.00422654268808115
Diseases of peritoneum and retroperitoneum,coughing up blood,0.00253592561284869
Diseases of peritoneum and retroperitoneum,night sweats,0.011834319526627219
Diseases of peritoneum and retroperitoneum,shoulder pain,0.0033812341504649195
Diseases of peritoneum and retroperitoneum,vaginal bleeding,0.0084530853761623
Diseases of peritoneum and retroperitoneum,throat pain,0.0008453085376162299
Diseases of peritoneum and retroperitoneum,leg swelling,0.0033812341504649195
Diseases of peritoneum and retroperitoneum,nosebleeds,0.0008453085376162299
Diseases of peritoneum and retroperitoneum,vaginal discharge,0.009298393913778529
Diseases of peritoneum and retroperitoneum,pelvic pain,0.00253592561284869
Diseases of peritoneum and retroperitoneum,ankle pain,0.0008453085376162299
Diseases of peritoneum and retroperitoneum,frequent bowel movements,0.0016906170752324597
Diseases of peritoneum and retroperitoneum,unexplained weight loss,0.0008453085376162299
Diseases of peritoneum and retroperitoneum,joint pain,0.0008453085376162299
Diseases of peritoneum and retroperitoneum,eye pain,0.0008453085376162299
Diseases of peritoneum and retroperitoneum,arm pain,0.0008453085376162299
Episodic and paroxysmal disorders,headache,0.051914290215850006
Episodic and paroxysmal disorders,nausea,0.09193319678588309
Episodic and paroxysmal disorders,diarrhea,0.06995430912242004
Episodic and paroxysmal disorders,abdominal pain,0.07830471088703324
Episodic and paroxysmal disorders,night sweats,0.01953678903418938
Episodic and paroxysmal disorders,numbness,0.029226406176146212
Episodic and paroxysmal disorders,vomiting,0.07712305025996534
Episodic and paroxysmal disorders,cough,0.07901370726327399
Episodic and paroxysmal disorders,chills,0.07814715613675752
Episodic and paroxysmal disorders,blood clots,0.012210493146368363
Episodic and paroxysmal disorders,shortness of breath,0.08161336064282339
Episodic and paroxysmal disorders,hip pain,0.0048054198834094845
Episodic and paroxysmal disorders,neck pain,0.008271624389475343
Episodic and paroxysmal disorders,fever,0.07846226563730896
Episodic and paroxysmal disorders,insomnia,0.056719710099259496
Episodic and paroxysmal disorders,back pain,0.035922483062864344
Episodic and paroxysmal disorders,fatigue,0.025760201670080352
Episodic and paroxysmal disorders,leg pain,0.007089963762407437
Episodic and paroxysmal disorders,memory loss,0.0025208760044115332
