diagnosis,symptom,frequency
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",diarrhea,0.2857142857142857
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",cough,0.14285714285714285
"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",nasal congestion,0.14285714285714285
"Depressive disorder, not elsewhere classified",numbness,0.075
"Depressive disorder, not elsewhere classified",dizziness,0.1
"Depressive disorder, not elsewhere classified",cough,0.175
"Depressive disorder, not elsewhere classified",eye pain,0.025
"Depressive disorder, not elsewhere classified",night sweats,0.05
"Depressive disorder, not elsewhere classified",shortness of breath,0.1
"Depressive disorder, not elsewhere classified",abdominal pain,0.1
"Depressive disorder, not elsewhere classified",headache,0.1
"Depressive disorder, not elsewhere classified",fatigue,0.05
"Depressive disorder, not elsewhere classified",diarrhea,0.125
"Depressive disorder, not elsewhere classified",wheezing,0.025
"Depressive disorder, not elsewhere classified",shoulder pain,0.025
"Depressive disorder, not elsewhere classified",muscle pain,0.025
"Depressive disorder, not elsewhere classified",elbow pain,0.025
Atrial flutter,dizziness,0.2
Atrial flutter,fatigue,0.2
Atrial flutter,headache,0.1
Atrial flutter,shortness of breath,0.1
Atrial flutter,wheezing,0.1
Atrial flutter,cough,0.1
Atrial flutter,abdominal pain,0.1
Atrial flutter,diarrhea,0.1
Presence of coronary angioplasty implant and graft,numbness,0.125
Presence of coronary angioplasty implant and graft,cough,0.125
Presence of coronary angioplasty implant and graft,shortness of breath,0.125
Presence of coronary angioplasty implant and graft,hip pain,0.125
Presence of coronary angioplasty implant and graft,diarrhea,0.125
Presence of coronary angioplasty implant and graft,headache,0.125
Presence of coronary angioplasty implant and graft,wheezing,0.125
Presence of coronary angioplasty implant and graft,abdominal pain,0.125
Long-term (current) use of steroids,numbness,0.16666666666666666
Long-term (current) use of steroids,cough,0.16666666666666666
Long-term (current) use of steroids,leg pain,0.16666666666666666
Long-term (current) use of steroids,foot pain,0.16666666666666666
Long-term (current) use of steroids,abdominal pain,0.16666666666666666
Long-term (current) use of steroids,diarrhea,0.16666666666666666
Polyp of stomach and duodenum,cough,0.5
Polyp of stomach and duodenum,dizziness,0.5
Tobacco use disorder,dizziness,0.25
Tobacco use disorder,petechiae,0.25
Tobacco use disorder,headache,0.25
Tobacco use disorder,abdominal pain,0.25
Other streptococcus as the cause of diseases classified elsewhere,cough,0.25
Other streptococcus as the cause of diseases classified elsewhere,abdominal pain,0.25
Other streptococcus as the cause of diseases classified elsewhere,diarrhea,0.125
Other streptococcus as the cause of diseases classified elsewhere,shoulder pain,0.125
Other streptococcus as the cause of diseases classified elsewhere,rectal bleeding,0.125
Other streptococcus as the cause of diseases classified elsewhere,headache,0.125
End stage renal disease,shortness of breath,0.3333333333333333
End stage renal disease,abdominal pain,0.3333333333333333
End stage renal disease,fatigue,0.3333333333333333
Systemic lupus erythematosus,joint pain,0.125
Systemic lupus erythematosus,wheezing,0.125
Systemic lupus erythematosus,cough,0.125
Systemic lupus erythematosus,shortness of breath,0.125
Systemic lupus erythematosus,diarrhea,0.125
Systemic lupus erythematosus,night sweats,0.125
Systemic lupus erythematosus,abdominal pain,0.125
Systemic lupus erythematosus,headache,0.125
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,cough,0.3333333333333333
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,shortness of breath,0.3333333333333333
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,dizziness,0.3333333333333333
"Fatty (change of) liver, not elsewhere classified",cough,0.25
"Fatty (change of) liver, not elsewhere classified",abdominal pain,0.25
"Fatty (change of) liver, not elsewhere classified",night sweats,0.25
"Fatty (change of) liver, not elsewhere classified",diarrhea,0.25
Complications of transplanted liver,cough,0.25
Complications of transplanted liver,abdominal pain,0.25
Complications of transplanted liver,diarrhea,0.25
Complications of transplanted liver,leg swelling,0.25
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",vaginal bleeding,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",blood clots,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",diarrhea,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",nausea and vomiting,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",abdominal pain,0.16666666666666666
"Adverse effect of antineoplastic and immunosuppressive drugs, sequela",vaginal discharge,0.16666666666666666
Unspecified glaucoma,arm pain,0.16666666666666666
Unspecified glaucoma,numbness,0.16666666666666666
Unspecified glaucoma,cough,0.16666666666666666
Unspecified glaucoma,shortness of breath,0.16666666666666666
Unspecified glaucoma,diarrhea,0.16666666666666666
Unspecified glaucoma,abdominal pain,0.16666666666666666
Unspecified urinary incontinence,numbness,0.25
Unspecified urinary incontinence,nausea and vomiting,0.25
Unspecified urinary incontinence,dizziness,0.25
Unspecified urinary incontinence,headache,0.25
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",numbness,0.2222222222222222
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",diarrhea,0.2222222222222222
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",dizziness,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",cough,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",shortness of breath,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",abdominal pain,0.1111111111111111
"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",petechiae,0.1111111111111111
Other opiates and related narcotics causing adverse effects in therapeutic use,cough,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,eosinophilia,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,diarrhea,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,night sweats,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,shortness of breath,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,nausea and vomiting,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,abdominal pain,0.125
Other opiates and related narcotics causing adverse effects in therapeutic use,headache,0.125
Encounter for immunization,cough,0.2222222222222222
Encounter for immunization,shortness of breath,0.1111111111111111
Encounter for immunization,diarrhea,0.2222222222222222
Encounter for immunization,abdominal pain,0.1111111111111111
Encounter for immunization,petechiae,0.1111111111111111
Encounter for immunization,fatigue,0.1111111111111111
Encounter for immunization,headache,0.1111111111111111
Laparoscopic surgical procedure converted to open procedure,abdominal pain,0.2222222222222222
Laparoscopic surgical procedure converted to open procedure,shortness of breath,0.2222222222222222
Laparoscopic surgical procedure converted to open procedure,dizziness,0.1111111111111111
Laparoscopic surgical procedure converted to open procedure,diarrhea,0.2222222222222222
Laparoscopic surgical procedure converted to open procedure,cough,0.1111111111111111
Laparoscopic surgical procedure converted to open procedure,arm pain,0.1111111111111111
"Volume depletion, unspecified",abdominal pain,0.5
"Volume depletion, unspecified",cough,0.25
"Volume depletion, unspecified",fatigue,0.25
Unspecified sinusitis (chronic),numbness,0.125
Unspecified sinusitis (chronic),dizziness,0.125
Unspecified sinusitis (chronic),cough,0.125
Unspecified sinusitis (chronic),shortness of breath,0.125
Unspecified sinusitis (chronic),night sweats,0.125
Unspecified sinusitis (chronic),diarrhea,0.125
Unspecified sinusitis (chronic),abdominal pain,0.125
Unspecified sinusitis (chronic),headache,0.125
Home accidents,cough,0.16666666666666666
Home accidents,shortness of breath,0.16666666666666666
Home accidents,night sweats,0.16666666666666666
Home accidents,diarrhea,0.16666666666666666
Home accidents,abdominal pain,0.16666666666666666
Home accidents,headache,0.16666666666666666
Myotonia congenita,cough,0.25
Myotonia congenita,abdominal pain,0.25
Myotonia congenita,shortness of breath,0.25
Myotonia congenita,diarrhea,0.25
"Anxiety state, unspecified",shoulder pain,0.03333333333333333
"Anxiety state, unspecified",abdominal pain,0.23333333333333334
"Anxiety state, unspecified",headache,0.1
"Anxiety state, unspecified",leg pain,0.03333333333333333
"Anxiety state, unspecified",leg swelling,0.03333333333333333
"Anxiety state, unspecified",diarrhea,0.13333333333333333
"Anxiety state, unspecified",cough,0.13333333333333333
"Anxiety state, unspecified",dizziness,0.03333333333333333
"Anxiety state, unspecified",wheezing,0.06666666666666667
"Anxiety state, unspecified",night sweats,0.1
"Anxiety state, unspecified",fatigue,0.03333333333333333
"Anxiety state, unspecified",shortness of breath,0.06666666666666667
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,shortness of breath,0.25
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,abdominal pain,0.25
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,diarrhea,0.25
Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident,nausea and vomiting,0.25
Other specified forms of tremor,cough,0.5
Other specified forms of tremor,diarrhea,0.5
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,wheezing,0.25
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,cough,0.25
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,shortness of breath,0.25
Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,diarrhea,0.25
"Urinary tract infection, site not specified",dizziness,0.14814814814814814
"Urinary tract infection, site not specified",diarrhea,0.1111111111111111
"Urinary tract infection, site not specified",shortness of breath,0.14814814814814814
"Urinary tract infection, site not specified",nausea and vomiting,0.037037037037037035
"Urinary tract infection, site not specified",leg pain,0.037037037037037035
"Urinary tract infection, site not specified",abdominal pain,0.18518518518518517
"Urinary tract infection, site not specified",cough,0.14814814814814814
"Urinary tract infection, site not specified",vaginal bleeding,0.037037037037037035
"Urinary tract infection, site not specified",numbness,0.037037037037037035
"Urinary tract infection, site not specified",headache,0.07407407407407407
"Urinary tract infection, site not specified",wheezing,0.037037037037037035
"Major depressive disorder, single episode, unspecified",fatigue,0.05128205128205128
"Major depressive disorder, single episode, unspecified",wheezing,0.02564102564102564
"Major depressive disorder, single episode, unspecified",cough,0.1282051282051282
"Major depressive disorder, single episode, unspecified",diarrhea,0.1794871794871795
"Major depressive disorder, single episode, unspecified",shortness of breath,0.1794871794871795
"Major depressive disorder, single episode, unspecified",abdominal pain,0.15384615384615385
"Major depressive disorder, single episode, unspecified",headache,0.07692307692307693
"Major depressive disorder, single episode, unspecified",numbness,0.02564102564102564
"Major depressive disorder, single episode, unspecified",night sweats,0.02564102564102564
"Major depressive disorder, single episode, unspecified",nausea and vomiting,0.05128205128205128
"Major depressive disorder, single episode, unspecified",blood clots,0.05128205128205128
"Major depressive disorder, single episode, unspecified",arm pain,0.02564102564102564
"Major depressive disorder, single episode, unspecified",leg swelling,0.02564102564102564
Unspecified place or not applicable,abdominal pain,0.6666666666666666
Unspecified place or not applicable,leg pain,0.3333333333333333
Nausea with vomiting,vaginal bleeding,0.06666666666666667
Nausea with vomiting,wheezing,0.06666666666666667
Nausea with vomiting,diarrhea,0.2
Nausea with vomiting,abdominal pain,0.2
Nausea with vomiting,vaginal discharge,0.06666666666666667
Nausea with vomiting,nausea and vomiting,0.13333333333333333
Nausea with vomiting,numbness,0.06666666666666667
Nausea with vomiting,cough,0.06666666666666667
Nausea with vomiting,eosinophilia,0.06666666666666667
Nausea with vomiting,shortness of breath,0.06666666666666667
Other mitochondrial metabolism disorders,cough,1.0
Personal history of malignant neoplasm of large intestine,cough,0.5
Personal history of malignant neoplasm of large intestine,runny nose,0.5
Barrett's esophagus,cough,0.5
Barrett's esophagus,shortness of breath,0.5
"Anemia, unspecified",abdominal pain,0.125
"Anemia, unspecified",diarrhea,0.09375
"Anemia, unspecified",cough,0.1875
"Anemia, unspecified",wheezing,0.125
"Anemia, unspecified",joint pain,0.03125
"Anemia, unspecified",dizziness,0.03125
"Anemia, unspecified",vaginal bleeding,0.03125
"Anemia, unspecified",shortness of breath,0.09375
"Anemia, unspecified",vaginal discharge,0.0625
"Anemia, unspecified",headache,0.0625
"Anemia, unspecified",eosinophilia,0.03125
"Anemia, unspecified",fatigue,0.0625
"Anemia, unspecified",numbness,0.03125
"Anemia, unspecified",unexplained weight loss,0.03125
Secondary malignant neoplasm of bone and bone marrow,numbness,0.3333333333333333
Secondary malignant neoplasm of bone and bone marrow,shortness of breath,0.3333333333333333
Secondary malignant neoplasm of bone and bone marrow,hip pain,0.3333333333333333
Closed fracture of cuboid,foot pain,0.5
Closed fracture of cuboid,shortness of breath,0.5
Long term (current) use of antithrombotics/antiplatelets,numbness,0.4
Long term (current) use of antithrombotics/antiplatelets,headache,0.2
Long term (current) use of antithrombotics/antiplatelets,diarrhea,0.2
Long term (current) use of antithrombotics/antiplatelets,hip pain,0.2
Other chest pain,numbness,0.2
Other chest pain,shortness of breath,0.4
Other chest pain,fatigue,0.4
Fibromyalgia,numbness,0.16666666666666666
Fibromyalgia,wheezing,0.16666666666666666
Fibromyalgia,shortness of breath,0.16666666666666666
Fibromyalgia,arm pain,0.16666666666666666
Fibromyalgia,hip pain,0.16666666666666666
Fibromyalgia,diarrhea,0.16666666666666666
Examination of participant in clinical trial,wheezing,0.25
Examination of participant in clinical trial,cough,0.25
Examination of participant in clinical trial,shortness of breath,0.25
Examination of participant in clinical trial,fatigue,0.25
Alcoholic polyneuropathy,foot pain,1.0
Long-term (current) use of anticoagulants,cough,0.17857142857142858
Long-term (current) use of anticoagulants,blood clots,0.03571428571428571
Long-term (current) use of anticoagulants,shortness of breath,0.10714285714285714
Long-term (current) use of anticoagulants,diarrhea,0.14285714285714285
Long-term (current) use of anticoagulants,leg pain,0.03571428571428571
Long-term (current) use of anticoagulants,numbness,0.03571428571428571
Long-term (current) use of anticoagulants,arm pain,0.07142857142857142
Long-term (current) use of anticoagulants,night sweats,0.07142857142857142
Long-term (current) use of anticoagulants,headache,0.07142857142857142
Long-term (current) use of anticoagulants,fatigue,0.03571428571428571
Long-term (current) use of anticoagulants,abdominal pain,0.07142857142857142
Long-term (current) use of anticoagulants,joint pain,0.03571428571428571
Long-term (current) use of anticoagulants,wheezing,0.07142857142857142
Long-term (current) use of anticoagulants,elbow pain,0.03571428571428571
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",cough,0.3333333333333333
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",numbness,0.3333333333333333
"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",shortness of breath,0.3333333333333333
"Alcohol abuse, in remission",cough,0.25
"Alcohol abuse, in remission",abdominal pain,0.25
"Alcohol abuse, in remission",shortness of breath,0.25
"Alcohol abuse, in remission",diarrhea,0.25
Mechanical complication due to cardiac pacemaker (electrode),cough,0.3333333333333333
Mechanical complication due to cardiac pacemaker (electrode),numbness,0.3333333333333333
Mechanical complication due to cardiac pacemaker (electrode),shortness of breath,0.3333333333333333
Morbid (severe) obesity with alveolar hypoventilation,wheezing,1.0
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",cough,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",shortness of breath,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",diarrhea,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",night sweats,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",abdominal pain,0.16666666666666666
"Late effects of cerebrovascular disease, speech and language deficit, unspecified",headache,0.16666666666666666
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,shortness of breath,0.4
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,cough,0.2
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,diarrhea,0.2
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,leg swelling,0.2
"Fall on same level, unspecified, initial encounter",blood clots,1.0
Abnormal weight loss,cough,0.25
Abnormal weight loss,numbness,0.25
Abnormal weight loss,diarrhea,0.25
Abnormal weight loss,headache,0.25
"Spondylosis of unspecified site, without mention of myelopathy",fatigue,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",wheezing,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",cough,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",shortness of breath,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",hip pain,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",diarrhea,0.14285714285714285
"Spondylosis of unspecified site, without mention of myelopathy",headache,0.14285714285714285
Other postprocedural status,abdominal pain,1.0
"Anxiety disorder, unspecified",abdominal pain,0.07142857142857142
"Anxiety disorder, unspecified",shortness of breath,0.2857142857142857
"Anxiety disorder, unspecified",dizziness,0.14285714285714285
"Anxiety disorder, unspecified",vaginal bleeding,0.07142857142857142
"Anxiety disorder, unspecified",wheezing,0.07142857142857142
"Anxiety disorder, unspecified",cough,0.07142857142857142
"Anxiety disorder, unspecified",diarrhea,0.07142857142857142
"Anxiety disorder, unspecified",headache,0.07142857142857142
"Anxiety disorder, unspecified",petechiae,0.07142857142857142
"Anxiety disorder, unspecified",fatigue,0.07142857142857142
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",dizziness,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",cough,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",shortness of breath,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",night sweats,0.08
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",diarrhea,0.08
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",abdominal pain,0.16
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",headache,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",wheezing,0.12
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",shoulder pain,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",vaginal bleeding,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",vaginal discharge,0.04
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",nausea and vomiting,0.04
Acute appendicitis with generalized peritonitis,cough,0.3333333333333333
Acute appendicitis with generalized peritonitis,abdominal pain,0.3333333333333333
Acute appendicitis with generalized peritonitis,diarrhea,0.3333333333333333
"Alcohol abuse, continuous",dizziness,0.2
"Alcohol abuse, continuous",cough,0.2
"Alcohol abuse, continuous",diarrhea,0.2
"Alcohol abuse, continuous",abdominal pain,0.2
"Alcohol abuse, continuous",headache,0.2
Calculus of kidney,abdominal pain,1.0
"Left bundle-branch block, unspecified",shortness of breath,0.5
"Left bundle-branch block, unspecified",dizziness,0.5
Unspecified cirrhosis of liver,diarrhea,0.2
Unspecified cirrhosis of liver,night sweats,0.2
Unspecified cirrhosis of liver,abdominal pain,0.2
Unspecified cirrhosis of liver,leg swelling,0.2
Unspecified cirrhosis of liver,headache,0.2
Long-term (current) use of aspirin,cough,0.6666666666666666
Long-term (current) use of aspirin,abdominal pain,0.3333333333333333
"Other and unspecified alcohol dependence, continuous",dizziness,0.2
"Other and unspecified alcohol dependence, continuous",cough,0.2
"Other and unspecified alcohol dependence, continuous",diarrhea,0.2
"Other and unspecified alcohol dependence, continuous",abdominal pain,0.2
"Other and unspecified alcohol dependence, continuous",headache,0.2
Other acquired absence of organ,wheezing,0.07142857142857142
Other acquired absence of organ,cough,0.07142857142857142
Other acquired absence of organ,diarrhea,0.21428571428571427
Other acquired absence of organ,night sweats,0.07142857142857142
Other acquired absence of organ,shortness of breath,0.21428571428571427
Other acquired absence of organ,abdominal pain,0.21428571428571427
Other acquired absence of organ,headache,0.07142857142857142
Other acquired absence of organ,fatigue,0.07142857142857142
Long term (current) use of aspirin,shortness of breath,0.6666666666666666
Long term (current) use of aspirin,cough,0.3333333333333333
Personal history of malignant neoplasm of prostate,shortness of breath,0.2222222222222222
Personal history of malignant neoplasm of prostate,blood clots,0.1111111111111111
Personal history of malignant neoplasm of prostate,dizziness,0.1111111111111111
Personal history of malignant neoplasm of prostate,fatigue,0.1111111111111111
Personal history of malignant neoplasm of prostate,wheezing,0.1111111111111111
Personal history of malignant neoplasm of prostate,cough,0.1111111111111111
Personal history of malignant neoplasm of prostate,hip pain,0.1111111111111111
Personal history of malignant neoplasm of prostate,abdominal pain,0.1111111111111111
"Body mass index [BMI] 30.0-30.9, adult",cough,1.0
Alcoholic cirrhosis of liver,wheezing,1.0
"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",cough,0.5
"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",wheezing,0.5
"Hyperlipidemia, unspecified",wheezing,0.041666666666666664
"Hyperlipidemia, unspecified",shortness of breath,0.125
"Hyperlipidemia, unspecified",vaginal bleeding,0.041666666666666664
"Hyperlipidemia, unspecified",abdominal pain,0.16666666666666666
"Hyperlipidemia, unspecified",diarrhea,0.125
"Hyperlipidemia, unspecified",arm pain,0.041666666666666664
"Hyperlipidemia, unspecified",fatigue,0.08333333333333333
"Hyperlipidemia, unspecified",headache,0.08333333333333333
"Hyperlipidemia, unspecified",cough,0.125
"Hyperlipidemia, unspecified",dizziness,0.08333333333333333
"Hyperlipidemia, unspecified",leg swelling,0.041666666666666664
"Hyperlipidemia, unspecified",night sweats,0.041666666666666664
"Unspecified fall, initial encounter",numbness,1.0
Adrenal cortical steroids causing adverse effects in therapeutic use,dizziness,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,cough,0.2222222222222222
Adrenal cortical steroids causing adverse effects in therapeutic use,diarrhea,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,leg pain,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,abdominal pain,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,night sweats,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,fatigue,0.1111111111111111
Adrenal cortical steroids causing adverse effects in therapeutic use,coughing up blood,0.1111111111111111
Dependence on wheelchair,cough,0.5
Dependence on wheelchair,night sweats,0.5
Family history of diabetes mellitus,wheezing,0.3333333333333333
Family history of diabetes mellitus,shortness of breath,0.3333333333333333
Family history of diabetes mellitus,diarrhea,0.3333333333333333
Other specified disorders of gallbladder,vomiting blood,0.5
Other specified disorders of gallbladder,fatigue,0.5
Unspecified disease of pericardium,shortness of breath,0.3333333333333333
Unspecified disease of pericardium,diarrhea,0.3333333333333333
Unspecified disease of pericardium,fatigue,0.3333333333333333
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,abdominal pain,0.25
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,dizziness,0.25
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,vaginal bleeding,0.25
Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident,rectal bleeding,0.25
Benign prostatic hyperplasia without lower urinary tract symptoms,abdominal pain,1.0
Tubal ligation status,abdominal pain,1.0
Other postoperative infection,shortness of breath,1.0
"Arthropathy, unspecified, site unspecified",leg swelling,0.2
"Arthropathy, unspecified, site unspecified",fatigue,0.2
"Arthropathy, unspecified, site unspecified",cough,0.2
"Arthropathy, unspecified, site unspecified",nasal congestion,0.2
"Arthropathy, unspecified, site unspecified",diarrhea,0.2
"Pain in joint, lower leg",numbness,0.2
"Pain in joint, lower leg",cough,0.2
"Pain in joint, lower leg",diarrhea,0.2
"Pain in joint, lower leg",abdominal pain,0.2
"Pain in joint, lower leg",headache,0.2
Unspecified atrial flutter,cough,0.5
Unspecified atrial flutter,abdominal pain,0.5
Severe sepsis with septic shock,cough,0.2
Severe sepsis with septic shock,leg pain,0.2
Severe sepsis with septic shock,abdominal pain,0.2
Severe sepsis with septic shock,diarrhea,0.2
Severe sepsis with septic shock,petechiae,0.2
Personal history of malignant melanoma of skin,cough,0.25
Personal history of malignant melanoma of skin,leg pain,0.25
Personal history of malignant melanoma of skin,shortness of breath,0.25
Personal history of malignant melanoma of skin,leg swelling,0.25
Chronic pancreatitis,numbness,0.2
Chronic pancreatitis,cough,0.2
Chronic pancreatitis,shortness of breath,0.2
Chronic pancreatitis,night sweats,0.2
Chronic pancreatitis,abdominal pain,0.2
Acquired absence of other left toe(s),cough,0.25
Acquired absence of other left toe(s),diarrhea,0.25
Acquired absence of other left toe(s),hip pain,0.25
Acquired absence of other left toe(s),headache,0.25
Bilateral primary osteoarthritis of hip,wheezing,0.5
Bilateral primary osteoarthritis of hip,leg pain,0.5
"Staphylococcal arthritis, right shoulder",shoulder pain,0.5
"Staphylococcal arthritis, right shoulder",night sweats,0.5
Secondary malignant neoplasm of unspecified lung,abdominal pain,0.5
Secondary malignant neoplasm of unspecified lung,frequent urination,0.5
"Hypotension, unspecified",numbness,0.07692307692307693
"Hypotension, unspecified",cough,0.15384615384615385
"Hypotension, unspecified",diarrhea,0.15384615384615385
"Hypotension, unspecified",night sweats,0.07692307692307693
"Hypotension, unspecified",abdominal pain,0.07692307692307693
"Hypotension, unspecified",leg swelling,0.07692307692307693
"Hypotension, unspecified",headache,0.07692307692307693
"Hypotension, unspecified",shortness of breath,0.15384615384615385
"Hypotension, unspecified",ankle pain,0.07692307692307693
"Hypotension, unspecified",vaginal bleeding,0.07692307692307693
Sepsis due to Methicillin susceptible Staphylococcus aureus,dizziness,1.0
"Person injured in unspecified motor-vehicle accident, traffic, sequela",wheezing,1.0
Chronic obstructive pulmonary disease with (acute) exacerbation,wheezing,0.3333333333333333
Chronic obstructive pulmonary disease with (acute) exacerbation,cough,0.3333333333333333
Chronic obstructive pulmonary disease with (acute) exacerbation,shortness of breath,0.3333333333333333
Lateral epicondylitis,cough,0.2
Lateral epicondylitis,diarrhea,0.2
Lateral epicondylitis,night sweats,0.2
Lateral epicondylitis,shortness of breath,0.2
Lateral epicondylitis,abdominal pain,0.2
Other and unspecified angina pectoris,dizziness,0.1
Other and unspecified angina pectoris,cough,0.2
Other and unspecified angina pectoris,shortness of breath,0.2
Other and unspecified angina pectoris,night sweats,0.1
Other and unspecified angina pectoris,diarrhea,0.1
Other and unspecified angina pectoris,abdominal pain,0.2
Other and unspecified angina pectoris,headache,0.1
Chronic hepatitis C without mention of hepatic coma,wheezing,0.25
Chronic hepatitis C without mention of hepatic coma,abdominal pain,0.25
Chronic hepatitis C without mention of hepatic coma,diarrhea,0.25
Chronic hepatitis C without mention of hepatic coma,dizziness,0.25
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",shortness of breath,0.3333333333333333
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",abdominal pain,0.3333333333333333
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",headache,0.3333333333333333
Other iatrogenic hypotension,blood clots,0.3333333333333333
Other iatrogenic hypotension,shortness of breath,0.3333333333333333
Other iatrogenic hypotension,hip pain,0.3333333333333333
Other secondary thrombocytopenia,wheezing,0.05263157894736842
Other secondary thrombocytopenia,cough,0.15789473684210525
Other secondary thrombocytopenia,shortness of breath,0.10526315789473684
Other secondary thrombocytopenia,night sweats,0.10526315789473684
Other secondary thrombocytopenia,diarrhea,0.15789473684210525
Other secondary thrombocytopenia,abdominal pain,0.15789473684210525
Other secondary thrombocytopenia,headache,0.10526315789473684
Other secondary thrombocytopenia,dizziness,0.05263157894736842
Other secondary thrombocytopenia,fatigue,0.10526315789473684
"Encephalopathy, unspecified",fatigue,0.14285714285714285
"Encephalopathy, unspecified",pelvic pain,0.14285714285714285
"Encephalopathy, unspecified",wheezing,0.14285714285714285
"Encephalopathy, unspecified",cough,0.2857142857142857
"Encephalopathy, unspecified",abdominal pain,0.14285714285714285
